Source_1,Source_2,Source_3,Source_4,Target
-0.9398129076241781,-0.8526449702480494,-0.6548948345027114,-0.7480846149037824,-0.5155156254359363
-0.8693878177581565,-1.095491939247801,-0.6236763172750099,-0.7612771068671039,-0.39402618262371847
-1.0420250340532444,-0.8430474375492255,-0.8116110268579433,-0.9313134746342198,-0.329745293133976
-1.0361001551005573,-0.7476452843730832,-0.6114842960619096,-0.7015036526406029,-0.3059693022424546
-0.6797928381991598,-0.9341684944735595,-0.7424879491268086,-0.8741268589963435,-0.09630225898045569
-0.7344891412159144,-0.7917023307391762,-0.5916474020326592,-0.5818314374666779,-0.10651084521342646
-0.6564371634493787,-0.6830937078739612,-0.7099072507456257,-0.7977949389048904,-0.2833388816235064
-0.48481217940810983,-0.6041206980027661,-0.6877753559759214,-0.6371325948888462,-0.25778035084215484
-0.5753095935910998,-0.5290325695513725,-0.6957753919663183,-0.4714989834717774,-0.2108262499638567
-0.7327521208342468,-0.4212976250855896,-0.7520013119864798,-0.5922427084687348,-0.17566533935308715
-0.5083836556726703,-0.3209394845291251,-0.6117845156223839,-0.6054457985111693,-0.06875353796881711
-0.33334373317111576,-0.4732605126692145,-0.6831817698456728,-0.3876034302397539,-0.29232509488217817
-0.3936456772889244,-0.11234066795985946,-0.7532594628267942,-0.29957669311992424,-0.27985228207042256
-0.315042815973083,-0.18445896763575018,-0.6846392250648661,-0.20928259654739526,-0.2282858018116876
-0.27664035757434374,-0.1134630708376373,-0.6456732315750646,-0.058031913703965016,0.08613581133120882
0.0007025655561577471,0.12622627937291286,-0.5750737790126688,0.017926132638810422,-0.08415520761906936
0.05014044277747383,0.050596705715489756,-0.581000717961984,0.12978447685142688,-0.37730540274008617
-0.18171036291363507,0.10851005593396618,-0.6335208506399488,0.13779197502819795,-0.20667424766817682
0.2646070459395913,0.10126843599092195,-0.5430960888428168,0.28238216016776363,-0.4020174926671522
0.07233735685416949,0.5111765847802623,-0.33026459262580715,0.4729803487605208,-0.1731500743940226
0.42888188122870474,0.3034562830714076,-0.5638645088179787,0.4395465795818419,-0.23084488656367225
0.1711635687793941,0.4482476411647904,-0.800701401496479,0.5214645240759802,-0.07165842572272987
0.4890563289355816,0.46572925051782343,-0.6136694553191988,0.7323669229227011,-0.06051837621642461
0.3987990328174561,0.7379345018336677,-0.5439590562493951,1.0612194627923273,-0.009620812900577591
0.5156559405177209,0.6907240158944963,-0.3387057362048619,1.1520227099820093,-0.12636475679199327
0.6945439410324208,1.0941113406086171,-0.311924375293875,0.7910913083457594,-0.07388111376275446
0.6056690275179437,1.0069194762696543,-0.45987564919846546,1.0726396014939017,0.0046103036301541195
0.7835400474497283,1.0571517282022747,-0.36337846584953765,1.1893862142397678,-0.017420197762740383
0.8528877980808292,1.308197229755833,-0.36988424616582954,1.273112074287773,-0.12837844001875875
1.009628507226894,1.2582266662180261,-0.4564277041751031,1.3588060248807028,-0.10196306014915384
1.0932434803898705,1.4469685750919463,-0.29345464451795517,1.3768716673280814,0.084666215169996
1.207730195951761,1.642001873918848,-0.23427256504578764,1.4863425413243598,-0.08542253781476075
1.110705334472533,1.559501883222206,-0.3448124439942921,1.4545784533090842,0.2955141061685456
1.1788549356490867,1.688617611265906,-0.1801994661429742,1.4693641861548223,0.08856660024534585
1.1354878714010204,1.7349323366247156,-0.05459878617386657,1.5754591432279994,0.3579196146686927
1.1667249938510469,1.8572679615393999,-0.301209990275236,1.7380493198787101,0.2733901062381513
1.1592674656765327,2.270379173048089,-0.07095748257871774,1.851261471473818,0.2003702362495501
1.3131895577364532,1.8234028084443938,0.030032246759628768,2.0673420204521435,0.4398995979350743
1.3923157310280152,2.196055922527187,0.09728166766655441,1.8058441306798074,0.44502815233957793
1.4168661773182623,2.175184806437541,-0.07163948345852364,2.010717648573333,0.4069471403872139
1.5070586449630228,2.1605511029354103,0.04752025702267282,1.94341924749412,0.7117021198220932
1.346445904539448,2.38898310172517,0.13924816904341059,1.9474139588912933,0.6793564202177877
1.6860997909330426,2.466534835370809,0.292903074243561,2.087505107788717,0.7270022887850003
1.5722579316733234,2.302909837573922,0.43774642021918697,2.038646122877519,0.9726717657372567
1.6794595285613498,2.432912730414581,0.3209139372991634,2.009970851049985,0.7188431208604543
1.6327241930351344,2.4282788423421016,0.4869627715364757,2.048782763191878,1.091073662460099
1.539546287443233,2.580956288882092,0.4049567256214696,2.059827067575467,1.0784396638991838
