Source_1,Source_2,Source_3,Source_4,Target
2.592309269148471,2.2247786775243354,1.3627389724456007,2.948595590049349,2.9723075373109387
2.693278306521946,2.0427746668428894,1.5066067384727007,3.015845829744991,3.0137005021001233
2.8031494966721735,2.0379627413201136,1.4060801403913297,2.999290079138846,2.8635251632532635
2.7868122637070276,2.0881562612111653,1.6612085094396531,3.253765533544177,3.1576233233381212
2.8717531533800456,2.0128684667300525,1.5582669942530791,3.1156720378039053,3.052115144977562
3.003698256188553,2.020262693270632,1.67329041832764,3.4609412147861622,3.0437948396107557
2.9533752922662373,2.2924918800469234,1.80146018609153,3.256078393588589,3.0184246005461843
2.9868637043475714,2.1336104469246058,1.6990095339755555,3.3056910793327248,2.977812645375967
2.843810542623063,2.1562074292168063,1.8608512283832332,3.3241311854323294,2.929743030466514
3.0856414420408496,2.009923470091121,1.8477172962841615,3.434766929237186,3.191635241488882
2.9333235015123234,1.9949419271140714,1.789653893336865,3.478444148664539,3.1150263678229018
2.964717215242275,1.925845150088641,1.9389261709652907,3.4419498417111734,3.195518792767888
2.6956034760241314,2.005720099534896,1.9909942977462458,3.526682726537591,3.072286098472036
2.8574901663008916,2.105438539664494,2.0006609639356023,3.236125570001395,2.8506948897010806
2.9299419605982093,2.15751626310798,2.190489977287676,3.3694665664842156,2.864563184861417
2.8042165661246288,1.8604801691182313,2.130976610908686,3.3416065932772896,2.85538942219197
2.8256867342109864,1.780683156487871,2.03534093594226,3.1082675386225107,2.9294429739508048
2.7769491015823475,2.0829411292600293,1.9361516394367075,3.1158048209822473,2.661636587437072
2.945141280970599,1.9178543546625877,1.9307952795818026,3.062858796773768,2.5462686303863302
2.7004177689741216,2.0153207722802113,1.9964757493134297,2.6519700818677774,2.4909860020136843
2.5991424486404373,2.0310912722569485,1.9019399638534815,2.7715428314946906,2.494111439360344
2.675980208553398,2.0670903166096557,1.9372169203842415,2.6818972361634343,2.446480875373392
2.4838802274732084,1.9155007058445217,1.9620990640112985,2.495451648624225,2.4245770977149332
2.609232301720306,1.9370475609950963,1.9270513540207281,2.2986246950555267,2.2435220209425486
2.3257717687647244,1.808579584377334,2.0133556722948893,2.1993959245155352,2.19581422835001
2.3717932013254144,1.7923958910041908,1.91622014056777,2.204563320187103,2.2997400685870306
2.181904815131122,1.8332804554831934,1.851911166189508,2.054100360173936,2.240266509425511
2.1917589615325976,1.6740036864408054,1.999368128680663,1.953241997904145,2.035803458673899
2.1752710930118075,1.6110806735961642,1.9340868411965564,1.7517576012438731,2.0050365661593195
1.9459959791640091,1.7231576180906616,1.6490773038578732,1.6185975713954754,2.0647297629578834
2.0452708104404618,1.8163745503581747,1.6910277735034045,1.5059547673351037,1.8243570053184783
1.9533440039701084,1.7233873386616179,1.5299148232875153,1.479625615420196,1.7432942309618549
1.6966263367426695,1.7854889402560006,1.3536685245024842,1.2742967843334583,1.8465194131209903
1.636032624693404,1.521330625753537,1.4873182723676626,1.276551938135085,1.6650297030678634
1.4313916908746964,1.5232809793512063,1.3414965235283949,0.843351903203952,1.5803435199726539
1.5940794964551461,1.5328015112671165,1.4212996834526035,0.906799635618482,1.4129872119142728
1.5022714125764318,1.4661718832851005,1.1698090294625607,1.090584676818761,1.555665880326467
1.2813507647872655,1.206453963211181,1.1209998156225474,0.6615144627499936,1.3913477202641558
1.2574314669065059,1.2017711719524864,0.9720312415013802,0.49627759655673026,1.4493360198605145
1.039992954196836,1.1124864885831343,0.8069531961732186,0.4815651899333929,1.0948513984498092
0.8761404810017013,0.9352918045772411,0.7089912195278134,0.41793108751206787,1.1670433041611028
0.9172207998059898,0.8796792161490486,0.5588309175115759,0.409204506854618,1.258684846337281
0.5221637281135711,0.7362434269299968,0.41781397439285833,0.36328426944723774,1.0575220939387262
0.5218315416082074,0.5814026204833921,0.32266071428860643,0.09273025441772287,0.9114738965315677
0.47442562231667484,0.5559165627146095,0.1880713870240736,0.08567553296407954,1.0250263056710247
0.1708091714314185,0.3828259695658206,-0.008663637507966504,0.18801707751497032,0.83175280320008
0.32829619019844114,0.37292525417070665,-0.2655617215900044,-0.029129321590777177,0.75995612881633
0.21632748331518187,0.19044599253309377,-0.2792735296425596,-0.24800013735379006,0.4875589525264339
0.0068354421183346725,0.042354993188667034,-0.4711858546649987,-0.05288025145956579,0.6960052745570404
-0.09306801535292362,-0.09950814874420165,-0.5927278080178611,-0.28171315510451256,0.4176833070025578
-0.26117372606846895,-0.3250838375345282,-0.5400199431386394,-0.2111343218830124,0.26568220709400103
-0.2889565307121625,-0.3346220198575929,-0.8878130870678707,-0.29402268852325747,0.1480261271758937
-0.4336199609409302,-0.30233447296105387,-1.0404716285858713,-0.45204516745761475,0.17406704210667018
-0.39959547900763415,-0.7271665933087292,-1.0317029591523408,-0.5265982647773395,0.26934956460264825
-0.5682686649778561,-0.7255917020906031,-1.115360173445916,-0.5753169529313858,-0.004779750569872412
-0.5222596180938601,-0.6834965110573253,-1.2588313578322705,-0.5375686870676876,-0.22892861329034353
-0.9238903539033662,-0.7524849230103016,-1.3495119479418136,-0.7487183124332751,-0.241121552256657
-0.8171336166615654,-0.9013780212132083,-1.317601390830365,-0.6051092380242935,-0.12477590205039346
-0.7261443150250465,-0.8115748172899153,-1.4651693296216928,-0.5918312754406504,-0.13061181288842783
-0.4078393802047195,-1.0691973851458154,-1.513118571286634,-0.5297824400403979,-0.1886420314016584
-0.830734823686984,-1.1333939957776396,-1.3581543939994811,-0.5039158710838526,-0.24230092497489736
-0.45300788531016223,-0.9509148466058397,-1.644002186395601,-0.5132231068887388,-0.13307915623432978
-0.5820835901682825,-0.9911158245306436,-1.5148109235692495,-0.3381502471792169,-0.24343738775809104
-0.43997745754703665,-1.0035918584557821,-1.4106996319666714,-0.24690151267763388,-0.11256673899709907
-0.5631909343068375,-1.0991085461879953,-1.3982224922034916,-0.28995082987657433,-0.09631698712011268
-0.3865849874693353,-0.8604408090661425,-1.4294014126149055,-0.215286318016033,-0.13704872753107616
-0.3404283396606132,-0.7395373665970448,-1.2550535770787377,-0.22804597144228078,0.10638500526609203
-0.3084268268017454,-0.9280850620448965,-1.0343526356221597,-0.019939541697638244,-0.05883655957975632
-0.1899400890923027,-0.5971553063908234,-1.1697289289714083,0.06504471498554527,0.002536206624551965
-0.025736123746447338,-0.5677311116791126,-1.2479655129345455,0.34304131661074916,0.33551516334669257
0.16078274335556608,-0.33628540574150634,-0.7370885156829493,0.2386401798386507,0.42981174036132674
0.30432859583371075,-0.1883848162088106,-0.599193347061156,0.4423777096253962,0.6121205638477334
0.33841773398351294,-0.19240984287693963,-0.49991185659795234,0.5746028174429365,0.5074231843998648
0.6487428266870835,0.2162107485819857,-0.374981565988307,0.6992120996861599,0.7132335364548048
0.7946720428342428,0.24899390579756853,-0.039694261247421314,0.9942108170817384,0.7823739063535248
0.8352798421329413,0.5875266869290282,0.1735701362100162,1.1867992980896362,1.1334147686717877
1.360670231050373,0.7552856264733562,0.5829080489258958,1.6134946777099977,1.229319729215812
1.4510377622860244,1.0484011526452592,0.641311098499185,1.3634446695230462,1.2081407392577823
1.6381300644325474,1.1862029577215494,0.8839006587898427,2.0049711811292337,1.6348223060510767
1.818378256137751,1.2690132326654753,1.0920222453670119,1.9346362702430464,1.6595995495897715
1.8435672012176392,1.4709061723674273,1.2836891297008992,2.094379477306813,1.7356038088344143
1.8562314864145155,1.7628325258618154,1.3944953493643168,2.08007646605564,1.8177988685507804
1.9863277142325428,1.6282639545617343,1.501318832650569,2.1951327024557457,1.7496406067079864
1.9376055334265196,1.6360964620500011,1.5231639723654846,2.170112332479736,1.7976362008726388
2.046367285494176,1.7597630731942224,1.6200207476264592,2.3936085691843294,1.8550173857004588
